Po_num,Invoice_date,Requesting_auth,Approving_manager,Supplier,Product,Contract,Unit_price,PO_Quantity,City,Market_price,Total_cost
PO 11341,2018-10-14,Jeffrey Murphy,Jennifer Delgado,Future FoodBetter Bites Deli,Capsicum,1,33.02,109,Chandigarh,33.02,3599.18
PO 11342,2018-10-15,Caroline Walters,Jennifer Delgado,Future FoodBetter Bites Deli,Tomato,1,31.4,70,Jaipur,31.4,2198.0
PO 11343,2018-10-15,Jeffrey Murphy,Jennifer Delgado,Go4Fresh,Bringal,1,40.65,112,Aurangabad,41.15,4552.8
PO 11344,2018-10-15,Cameron Grant,Katie Thompson,Food to Fly,Pumpkin,0,33.51,87,Ahmedabad,33.51,2915.37
PO 11345,2018-10-15,Jake Cunningham,Jeanette Estes,Global Fresh Market,Beans,1,34.56,83,Jaipur,35.06,2868.48
PO 11346,2018-10-15,Caroline Walters,Jessica Vargas,Go4Fresh,Carrot,0,20.85,66,Ahmedabad,21.35,1376.1
PO 11347,2018-10-15,Cameron Grant,Jessica Keith,Dollar Pantry,Pumpkin,1,36.38,56,Bangalore,34.88,2037.28
PO 11348,2018-10-15,Lindsay Martinez,Jennifer Delgado,Budget Foods,Pumpkin,0,40.34,64,Kolkatta,40.34,2581.76
PO 11349,2018-10-15,Jeffrey Murphy,Shelby Martinez,Jamboree Marketplace,Carrot,1,13.74,120,NashikDelhi,13.74,1648.8
PO 11350,2018-10-15,Randall Smith,Jeanette Estes,Future FoodBetter Bites Deli,Cauliflower,1,20.39,80,Surat,20.39,1631.2
PO 11351,2018-10-15,Ralph Moreno,Jennifer Delgado,Fleet Market,Tomato,1,45.81,83,Nagpur,46.31,3802.23
PO 11352,2018-10-15,Cameron Grant,Danny Rivera,Dilocious,Tomato,0,41.2,136,Bangalore,41.7,5603.2
PO 11353,2018-10-15,Lisa Smith,Jessica Vargas,Budget Foods,Capsicum,1,25.44,74,Surat,25.44,1882.56
PO 11354,2018-10-15,Lisa Smith,Barry Salazar,Jamboree Marketplace,Onion,1,41.42,144,Bangalore,41.42,5964.48
PO 11355,2018-10-16,Patricia Williams,Peggy Velasquez,Jamboree Marketplace,Beans,1,13.83,120,Kolkatta,14.33,1659.6
PO 11356,2018-10-16,Nicholas Pittman,Dennis Williams,Food Festive,Bringal,1,22.78,145,Nagpur,23.28,3303.1
PO 11357,2018-10-16,Angela Hernandez,Catherine Farrell,Global Fresh Market,BeetrootPotato,1,31.97,126,Chandigarh,31.97,4028.22
PO 11358,2018-10-16,Ralph Moreno,Katie Thompson,Food Festive,Onion,1,41.79,67,Ahmedabad,40.29,2799.93
PO 11359,2018-10-16,Jake Cunningham,Mark Mclean,Snack Paradise,BeetrootPotato,0,13.53,128,Kolkatta,14.03,1731.84
PO 11360,2018-10-16,Angela Hernandez,Shelby Martinez,Jamboree Marketplace,Apple,1,47.24,59,Ahmedabad,47.24,2787.16
PO 11361,2018-10-16,Pamela Smith,Katie Thompson,Fleet Market,Capsicum,1,38.32,82,Hyderabad,38.82,3142.24
PO 11362,2018-10-16,Cameron Grant,Mark Mclean,Dilocious,Cucumber,1,59.11,126,Jaipur,59.11,7447.86
PO 11363,2018-10-16,Jay York,Dennis Williams,Rancher’s Grocery,Bringal,0,14.61,104,Kolkatta,14.61,1519.44
PO 11364,2018-10-16,Thomas Hamilton,Shelby Martinez,Freshmart Co-op,Beans,1,31.13,51,Chennai,31.13,1587.63
PO 11365,2018-10-16,Brittany Walker,Jeanette Estes,Jamboree Marketplace,Cucumber,1,55.23,50,Lucknow,55.23,2761.5
PO 11366,2018-10-16,Jake Cunningham,Mark Mclean,Food to Fly,Cabbage,1,11.64,138,Chandigarh,12.14,1606.32
PO 11367,2018-10-16,Patricia Williams,Jessica Vargas,Market Convenience,Banana,1,29.26,144,NashikDelhi,27.76,4213.44
PO 11368,2018-10-16,Sara Adkins,Barry Salazar,Food Festive,Cucumber,1,12.89,59,Surat,11.39,760.51
PO 11369,2018-10-16,Randall Smith,Cathy Guzman,Freshmart Co-op,Bringal,1,34.69,57,Bangalore,34.69,1977.33
PO 11370,2018-10-17,Katelyn Parsons,Jeanette Estes,Dilocious,Carrot,1,21.1,147,Kolkatta,21.1,3101.7
PO 11371,2018-10-17,Pamela Smith,Katie Thompson,Food to Fly,Beans,1,46.38,77,Ahmedabad,46.38,3571.26
PO 11372,2018-10-17,Brittany Walker,Joshua Johnson,Food Festive,Bringal,1,13.24,136,Lucknow,13.74,1800.64
PO 11373,2018-10-17,Linda Taylor,Cathy Guzman,Fleet Market,Pumpkin,1,11.74,148,Jaipur,11.74,1737.52
PO 11374,2018-10-17,Patricia Williams,Lawrence Cohen,Dilocious,Beans,1,51.35,58,Mumbai,51.35,2978.3
PO 11375,2018-10-17,Elijah Collins,Jasmine Long,Market Convenience,Pumpkin,1,39.04,63,Ahmedabad,39.54,2459.52
PO 11376,2018-10-17,Randall Smith,Catherine Farrell,Global Fresh Market,Onion,0,50.3,59,Pune,50.8,2967.7
PO 11377,2018-10-17,Cameron Grant,Barry Salazar,Snack Paradise,Capsicum,1,53.2,132,Chennai,53.7,7022.4
PO 11378,2018-10-17,Caroline Walters,Lawrence Cohen,Quick Fare Foods,Beans,1,22.04,84,NashikDelhi,22.54,1851.36
PO 11379,2018-10-18,Nicholas Pittman,Peggy Velasquez,Dilocious,Cauliflower,1,11.74,147,Nagpur,10.24,1725.78
PO 11380,2018-10-18,Lindsay Martinez,Joshua Johnson,Food to Fly,Onion,1,21.58,74,Kolkatta,22.08,1596.92
PO 11381,2018-10-18,Jeffrey Murphy,Dennis Williams,Go4Fresh,Cabbage,0,27.65,137,Aurangabad,28.15,3788.05
PO 11382,2018-10-18,Patrick Wolf,Mark Mclean,Freshmart Co-op,Apple,0,43.77,53,Kolkatta,43.77,2319.81
PO 11383,2018-10-18,Nicole Bell,Dennis Williams,Go4Fresh,Onion,1,19.44,57,Surat,19.44,1108.08
PO 11384,2018-10-18,Adrian Morgan,Catherine Farrell,Freshmart Co-op,Cucumber,0,58.72,105,Hyderabad,59.22,6165.6
PO 11385,2018-10-18,Patricia Williams,Jeanette Estes,Rancher’s Grocery,Bringal,1,17.89,134,Jaipur,18.39,2397.26
PO 11386,2018-10-18,Brittany Walker,Peggy Velasquez,Freshmart Co-op,Cucumber,0,34.12,111,Chennai,34.12,3787.32
PO 11387,2018-10-18,Patrick Wolf,Danny Rivera,Quick Fare Foods,Cucumber,1,52.94,102,Pune,53.44,5399.88
PO 11388,2018-10-18,Janet Le,Joshua Johnson,Snack Paradise,Pumpkin,1,40.47,149,Jaipur,40.97,6030.03
PO 11389,2018-10-18,Linda Taylor,Peggy Velasquez,Stocked Pantry,Capsicum,0,59.66,148,NashikDelhi,60.16,8829.68
PO 11390,2018-10-19,Patricia Williams,Dennis Williams,Snack Paradise,Capsicum,1,32.17,79,Pune,32.67,2541.43
PO 11391,2018-10-19,Cameron Grant,Jessica Vargas,Fleet Market,Capsicum,1,11.99,105,Hyderabad,11.99,1258.95
PO 11392,2018-10-19,Sara Adkins,Peggy Velasquez,Food Festive,Onion,1,29.89,60,NashikDelhi,29.89,1793.4
PO 11393,2018-10-19,Heidi White,Dennis Williams,Fresh Food Marketplace,Bringal,0,52.49,102,Hyderabad,52.49,5353.98
PO 11394,2018-10-19,Katelyn Parsons,Peggy Velasquez,Food to Fly,BeetrootPotato,1,42.74,120,Chandigarh,43.24,5128.8
PO 11395,2018-10-19,Lindsay Martinez,Jasmine Long,Dilocious,Carrot,1,51.06,117,Mumbai,49.56,5974.02
PO 11396,2018-10-19,Jay York,Danny Rivera,Quick Fare Foods,Tomato,1,50.38,93,Surat,50.38,4685.34
PO 11397,2018-10-19,Adrian Morgan,Danny Rivera,Fresh Food Marketplace,Tomato,0,47.36,64,Bangalore,45.86,3031.04
PO 11398,2018-10-19,Patricia Williams,Jeanette Estes,Rancher’s Grocery,Cabbage,0,16.47,120,Lucknow,16.47,1976.4
PO 11399,2018-10-19,Randall Smith,Jessica Vargas,Go4Fresh,Cucumber,1,14.82,58,Pune,15.32,859.56
PO 11400,2018-10-19,Nicole Bell,Peggy Velasquez,Market Convenience,Beans,1,56.94,103,Hyderabad,56.94,5864.82
PO 11401,2018-10-19,Pamela Smith,Jasmine Long,Dilocious,Carrot,1,49.3,71,Bangalore,49.8,3500.3
PO 11402,2018-10-19,Katherine Mcgee DDS,Dennis Williams,Market Convenience,Cucumber,1,33.79,141,Pune,32.29,4764.39
PO 11403,2018-10-19,Thomas Hamilton,Jessica Vargas,Stocked Pantry,Onion,0,47.53,126,Chennai,48.03,5988.78
PO 11404,2018-10-19,Nicholas Pittman,Danny Rivera,Dollar Pantry,Banana,1,54.0,63,Nagpur,54.0,3402.0
PO 11405,2018-10-19,Katherine Mcgee DDS,Peggy Velasquez,Food Festive,Pumpkin,0,13.15,110,Surat,11.65,1446.5
PO 11406,2018-10-20,Thomas Hamilton,Cathy Guzman,Fresh Food Marketplace,Cabbage,1,20.04,68,Chennai,20.04,1362.72
PO 11407,2018-10-20,Jeffrey Murphy,Shelby Martinez,Food Festive,Banana,0,55.53,104,Aurangabad,55.53,5775.12
PO 11408,2018-10-20,Janet Le,Jessica Keith,Fresh Food Marketplace,Bringal,1,59.33,91,Aurangabad,57.83,5399.03
PO 11409,2018-10-20,Heidi White,Dennis Williams,Dilocious,BeetrootPotato,0,27.11,149,Aurangabad,27.61,4039.39
PO 11410,2018-10-20,Katherine Mcgee DDS,Peggy Velasquez,Jamboree Marketplace,Carrot,1,38.48,62,Hyderabad,36.98,2385.76
PO 11411,2018-10-20,Brianna Lynn,Shelby Martinez,Market Convenience,Apple,1,18.47,82,Pune,18.97,1514.54
PO 11412,2018-10-20,Pamela Smith,Dennis Williams,Go4Fresh,Apple,1,30.02,123,Chandigarh,30.52,3692.46
PO 11413,2018-10-20,Caroline Walters,Jessica Vargas,Quick Fare Foods,Carrot,1,52.06,79,Nagpur,52.06,4112.74
PO 11414,2018-10-20,Linda Taylor,Shelby Martinez,Freshmart Co-op,Onion,1,12.78,116,Chennai,12.78,1482.48
PO 11415,2018-10-20,Randall Smith,Jessica Vargas,Market Convenience,Tomato,0,44.73,55,Jaipur,44.73,2460.15
PO 11416,2018-10-20,Ralph Moreno,Jessica Keith,Dilocious,Bringal,1,32.88,79,Bangalore,32.88,2597.52
PO 11417,2018-10-20,Jay York,Jessica Keith,Fresh Food Marketplace,Apple,1,59.92,138,Pune,60.42,8268.96
PO 11418,2018-10-21,Jeffrey Murphy,Katie Thompson,Fresh Food Marketplace,Onion,1,30.34,117,NashikDelhi,31.340000000000003,3549.78
PO 11419,2018-10-21,Adrian Morgan,Mark Mclean,Budget Foods,Onion,0,14.91,85,Ahmedabad,15.41,1267.35
PO 11420,2018-10-21,Brittany Walker,Mark Mclean,Quick Fare Foods,Cabbage,1,38.09,129,Kolkatta,36.59,4913.61
PO 11421,2018-10-21,Sara Adkins,Jasmine Long,Food Festive,Pumpkin,1,36.16,91,Mumbai,36.16,3290.56
PO 11422,2018-10-21,Katherine Mcgee DDS,Shelby Martinez,Go4Fresh,Capsicum,1,58.3,90,Hyderabad,58.8,5247.0
PO 11423,2018-10-21,Elijah Collins,Jeanette Estes,Freshmart Co-op,Banana,1,52.47,77,Hyderabad,52.97,4040.19
PO 11424,2018-10-21,Janet Le,Mark Mclean,Quick Fare Foods,Cauliflower,1,11.28,64,Hyderabad,11.78,721.92
PO 11425,2018-10-22,Jay York,Jeanette Estes,Fresh Food Marketplace,Carrot,1,36.15,144,Nagpur,36.65,5205.6
PO 11426,2018-10-22,Brianna Lynn,Jessica Keith,Stocked Pantry,Banana,1,25.44,91,Aurangabad,23.94,2315.04
PO 11427,2018-10-22,Thomas Hamilton,Jessica Vargas,Quick Fare Foods,Capsicum,1,43.43,126,Lucknow,41.93,5472.18
PO 11428,2018-10-22,Thomas Hamilton,Jessica Keith,Fleet Market,Pumpkin,1,55.59,141,Mumbai,54.09,7838.19
PO 11429,2018-10-22,Elijah Collins,Jessica Vargas,Snack Paradise,Beans,0,50.7,80,NashikDelhi,51.2,4056.0
PO 11430,2018-10-22,Jake Cunningham,Jennifer Delgado,Food to Fly,Carrot,0,36.55,138,Nagpur,37.05,5043.9
PO 11431,2018-10-22,Katelyn Parsons,Peggy Velasquez,Food to Fly,Cabbage,0,35.76,149,Ahmedabad,35.76,5328.24
PO 11432,2018-10-22,Ralph Moreno,Jessica Keith,Dollar Pantry,Carrot,1,56.96,108,Chennai,55.46,6151.68
PO 11433,2018-10-22,Janet Le,Jessica Keith,Food Festive,Cucumber,1,58.47,105,Chandigarh,58.47,6139.35
PO 11434,2018-10-22,Nicholas Pittman,Jeanette Estes,Snack Paradise,Cabbage,0,39.63,71,Surat,40.13,2813.73
PO 11435,2018-10-22,Brianna Lynn,Mark Mclean,Fresh Food Marketplace,Pumpkin,1,39.17,88,Jaipur,39.67,3446.96
PO 11436,2018-10-22,Adrian Morgan,Jennifer Delgado,Global Fresh Market,Cucumber,0,34.11,102,Kolkatta,32.61,3479.22
PO 11437,2018-10-22,Katelyn Parsons,Katie Thompson,Fresh Food Marketplace,Cucumber,1,55.33,131,Nagpur,55.83,7248.23
PO 11438,2018-10-22,Randall Smith,Lawrence Cohen,Freshmart Co-op,Bringal,1,41.36,77,Kolkatta,41.86,3184.72
PO 11439,2018-10-23,Caroline Walters,Jeanette Estes,Dollar Pantry,Pumpkin,1,31.81,80,Pune,31.81,2544.8
PO 11440,2018-10-23,Lindsay Martinez,Katie Thompson,Future FoodBetter Bites Deli,Onion,1,33.28,78,Ahmedabad,33.28,2595.84
PO 11441,2018-10-23,Thomas Hamilton,Cathy Guzman,Quick Fare Foods,Apple,1,26.43,69,Lucknow,26.93,1823.67
PO 11442,2018-10-23,Heidi White,Joshua Johnson,Future FoodBetter Bites Deli,Tomato,1,56.7,146,Aurangabad,57.2,8278.2
PO 11443,2018-10-23,Patrick Wolf,Shelby Martinez,Go4Fresh,BeetrootPotato,1,47.18,118,Mumbai,47.18,5567.24
PO 11444,2018-10-23,Katelyn Parsons,Peggy Velasquez,Global Fresh Market,Banana,0,28.77,59,Kolkatta,29.27,1697.43
PO 11445,2018-10-23,Patricia Williams,Danny Rivera,Market Convenience,Onion,1,58.3,135,Ahmedabad,56.8,7870.5
PO 11446,2018-10-23,Jake Cunningham,Barry Salazar,Fresh Food Marketplace,Banana,1,12.85,51,Jaipur,13.35,655.35
PO 11447,2018-10-23,Patricia Williams,Jeanette Estes,Jamboree Marketplace,Onion,1,42.49,123,Surat,42.49,5226.27
PO 11448,2018-10-23,Janet Le,Jessica Keith,Go4Fresh,Pumpkin,0,30.14,117,Ahmedabad,30.64,3526.38
PO 11449,2018-10-23,Sara Adkins,Joshua Johnson,Stocked Pantry,Pumpkin,1,23.23,106,Nagpur,23.73,2462.38
PO 11450,2018-10-23,Randall Smith,Catherine Farrell,Food Festive,BeetrootPotato,1,34.61,105,NashikDelhi,34.61,3634.05
PO 11451,2018-10-23,Patricia Williams,Jennifer Delgado,Dilocious,Cucumber,1,25.17,123,Hyderabad,25.17,3095.91
PO 11452,2018-10-23,Linda Taylor,Lawrence Cohen,Fleet Market,Carrot,1,18.47,145,Ahmedabad,18.97,2678.15
PO 11453,2018-10-23,Nicholas Pittman,Jeanette Estes,Budget Foods,Beans,1,55.95,60,Kolkatta,55.95,3357.0
PO 11454,2018-10-23,Nicole Bell,Shelby Martinez,Jamboree Marketplace,BeetrootPotato,1,51.24,95,Mumbai,49.74,4867.8
PO 11455,2018-10-23,Patrick Wolf,Barry Salazar,Food Festive,Pumpkin,1,58.92,141,Hyderabad,59.42,8307.72
PO 11456,2018-10-23,Brittany Walker,Barry Salazar,Dollar Pantry,Capsicum,1,58.96,52,NashikDelhi,58.96,3065.92
PO 11457,2018-10-23,Thomas Hamilton,Dennis Williams,Stocked Pantry,BeetrootPotato,1,51.92,50,Chandigarh,52.42,2596.0
PO 11458,2018-10-23,Kimberly Shields,Dennis Williams,Stocked Pantry,Capsicum,1,58.64,124,Ahmedabad,57.14,7271.36
PO 11459,2018-10-23,Jay York,Peggy Velasquez,Jamboree Marketplace,Tomato,1,15.0,131,Nagpur,15.0,1965.0
PO 11460,2018-10-24,Katelyn Parsons,Joshua Johnson,Stocked Pantry,Bringal,1,54.49,102,Hyderabad,52.99,5557.98
PO 11461,2018-10-24,Adrian Morgan,Dennis Williams,Rancher’s Grocery,Apple,1,23.44,111,Pune,23.44,2601.84
PO 11462,2018-10-24,Patricia Williams,Dennis Williams,Rancher’s Grocery,Tomato,1,59.85,57,NashikDelhi,60.35,3411.45
PO 11463,2018-10-24,Linda Taylor,Catherine Farrell,Food Festive,Bringal,1,37.51,99,Pune,38.01,3713.49
PO 11464,2018-10-24,Jeffrey Murphy,Dennis Williams,Budget Foods,Onion,1,10.06,80,Lucknow,10.06,804.8
PO 11465,2018-10-24,Heidi White,Jessica Vargas,Global Fresh Market,Onion,1,57.3,90,Surat,57.8,5157.0
PO 11466,2018-10-24,Randall Smith,Lawrence Cohen,Food Festive,Cucumber,0,43.65,134,Chandigarh,42.15,5849.1
PO 11467,2018-10-24,Elijah Collins,Lawrence Cohen,Dollar Pantry,Cabbage,1,51.36,128,Nagpur,51.36,6574.08
PO 11468,2018-10-24,Cameron Grant,Jennifer Delgado,Budget Foods,Pumpkin,1,25.4,126,Kolkatta,25.9,3200.4
PO 11469,2018-10-24,Jay York,Lawrence Cohen,Global Fresh Market,Banana,1,17.31,84,Surat,17.31,1454.04
PO 11470,2018-10-24,Linda Taylor,Jennifer Delgado,Dilocious,Cabbage,1,11.23,112,Hyderabad,9.73,1257.76
PO 11471,2018-10-24,Jeffrey Murphy,Cathy Guzman,Dilocious,Carrot,0,31.12,96,Mumbai,32.120000000000005,2987.52
PO 11472,2018-10-24,Nicole Bell,Cathy Guzman,Dollar Pantry,Banana,1,38.88,127,Ahmedabad,39.38,4937.76
PO 11473,2018-10-24,Lisa Smith,Shelby Martinez,Global Fresh Market,Cucumber,1,40.74,74,Chandigarh,40.74,3014.76
PO 11474,2018-10-24,Cameron Grant,Danny Rivera,Go4Fresh,Bringal,1,15.83,116,Mumbai,16.33,1836.28
PO 11475,2018-10-25,Katelyn Parsons,Danny Rivera,Future FoodBetter Bites Deli,Banana,1,26.4,139,Aurangabad,26.4,3669.6
PO 11476,2018-10-25,Adrian Morgan,Mark Mclean,Freshmart Co-op,Capsicum,1,11.22,117,Pune,9.72,1312.74
PO 11477,2018-10-25,Thomas Hamilton,Jessica Vargas,Dilocious,Carrot,1,14.08,76,Chandigarh,14.58,1070.08
PO 11478,2018-10-25,Thomas Hamilton,Peggy Velasquez,Snack Paradise,Cabbage,1,19.66,121,NashikDelhi,19.66,2378.86
PO 11479,2018-10-25,Kimberly Shields,Jeanette Estes,Food Festive,Carrot,1,48.06,124,Jaipur,48.56,5959.44
PO 11480,2018-10-25,Adrian Morgan,Catherine Farrell,Stocked Pantry,Carrot,1,57.62,138,Bangalore,58.12,7951.56
PO 11481,2018-10-25,Sara Adkins,Danny Rivera,Food to Fly,Cabbage,1,20.37,85,Aurangabad,20.87,1731.45
PO 11482,2018-10-25,Ralph Moreno,Jasmine Long,Food Festive,Capsicum,1,53.14,52,Pune,53.64,2763.28
PO 11483,2018-10-25,Lisa Smith,Barry Salazar,Future FoodBetter Bites Deli,Cauliflower,1,27.76,105,Mumbai,27.76,2914.8
PO 11484,2018-10-26,Kimberly Shields,Danny Rivera,Quick Fare Foods,Cauliflower,1,44.9,68,Ahmedabad,44.9,3053.2
PO 11485,2018-10-26,Kimberly Shields,Danny Rivera,Fresh Food Marketplace,Tomato,0,33.07,58,Jaipur,33.07,1918.06
PO 11486,2018-10-26,Janet Le,Joshua Johnson,Dilocious,Cabbage,1,32.61,132,Chennai,32.61,4304.52
PO 11487,2018-10-26,Jay York,Jennifer Delgado,Dollar Pantry,BeetrootPotato,0,21.52,87,Nagpur,22.02,1872.24
PO 11488,2018-10-26,Jeffrey Murphy,Jessica Keith,Dilocious,Cauliflower,1,58.82,91,Jaipur,59.32,5352.62
PO 11489,2018-10-26,Katelyn Parsons,Mark Mclean,Budget Foods,Apple,1,59.23,89,Surat,59.73,5271.47
PO 11490,2018-10-26,Jake Cunningham,Jasmine Long,Jamboree Marketplace,Capsicum,1,26.18,66,NashikDelhi,26.18,1727.88
PO 11491,2018-10-26,Caroline Walters,Shelby Martinez,Go4Fresh,Onion,0,13.24,103,Kolkatta,13.74,1363.72
PO 11492,2018-10-27,Kimberly Shields,Jennifer Delgado,Jamboree Marketplace,Tomato,1,46.69,75,Kolkatta,46.69,3501.75
PO 11493,2018-10-27,Elijah Collins,Danny Rivera,Fleet Market,Banana,0,19.23,90,Surat,19.73,1730.7
PO 11494,2018-10-27,Sara Adkins,Jessica Keith,Fleet Market,Cucumber,1,55.35,96,Aurangabad,55.85,5313.6
PO 11495,2018-10-27,Angela Hernandez,Dennis Williams,Future FoodBetter Bites Deli,Bringal,1,15.04,144,Mumbai,13.54,2165.76
PO 11496,2018-10-27,Jeffrey Murphy,Katie Thompson,Dollar Pantry,Apple,1,33.12,125,NashikDelhi,33.62,4140.0
PO 11497,2018-10-27,Katherine Mcgee DDS,Katie Thompson,Fleet Market,Pumpkin,0,14.0,132,Nagpur,14.0,1848.0
PO 11498,2018-10-27,Jay York,Lawrence Cohen,Dollar Pantry,Apple,0,50.09,94,Bangalore,50.59,4708.46
PO 11499,2018-10-27,Katelyn Parsons,Jessica Keith,Jamboree Marketplace,Cabbage,1,48.39,114,Lucknow,48.89,5516.46
PO 11500,2018-10-28,Lisa Smith,Peggy Velasquez,Food to Fly,Capsicum,1,52.22,88,Chandigarh,52.72,4595.36
PO 11501,2018-10-28,Jay York,Jessica Vargas,Go4Fresh,Banana,1,41.79,58,Chandigarh,41.79,2423.82
PO 11502,2018-10-28,Jeffrey Murphy,Cathy Guzman,Dollar Pantry,Beans,0,41.14,103,Bangalore,41.64,4237.42
PO 11503,2018-10-28,Brittany Walker,Jessica Keith,Food to Fly,BeetrootPotato,0,51.92,112,Pune,52.42,5815.04
PO 11504,2018-10-28,Heidi White,Catherine Farrell,Go4Fresh,Tomato,1,44.8,66,Chandigarh,45.3,2956.8
PO 11505,2018-10-28,Katelyn Parsons,Barry Salazar,Rancher’s Grocery,Cucumber,1,51.82,65,Jaipur,50.32,3368.3
PO 11506,2018-10-28,Sara Adkins,Cathy Guzman,Market Convenience,Bringal,1,16.74,112,Mumbai,17.24,1874.88
PO 11507,2018-10-28,Pamela Smith,Danny Rivera,Dollar Pantry,Pumpkin,1,50.84,129,Pune,51.34,6558.36
PO 11508,2018-10-28,Linda Taylor,Peggy Velasquez,Global Fresh Market,Bringal,1,20.27,145,Nagpur,20.27,2939.15
PO 11509,2018-10-29,Katherine Mcgee DDS,Jennifer Delgado,Stocked Pantry,Banana,1,26.71,68,Mumbai,26.71,1816.28
PO 11510,2018-10-29,Sara Adkins,Peggy Velasquez,Go4Fresh,Tomato,1,57.26,50,Surat,57.76,2863.0
PO 11511,2018-10-29,Nicholas Pittman,Peggy Velasquez,Jamboree Marketplace,Onion,1,11.7,63,Bangalore,10.2,737.1
PO 11512,2018-10-29,Nicole Bell,Barry Salazar,Global Fresh Market,Pumpkin,1,40.6,125,Chandigarh,41.1,5075.0
PO 11513,2018-10-29,Patricia Williams,Peggy Velasquez,Jamboree Marketplace,Cabbage,1,37.62,99,Ahmedabad,36.12,3724.38
PO 11514,2018-10-29,Elijah Collins,Lawrence Cohen,Dollar Pantry,Banana,1,30.98,54,Mumbai,31.98,1672.92
PO 11515,2018-10-29,Jake Cunningham,Joshua Johnson,Go4Fresh,Carrot,0,49.92,129,NashikDelhi,49.92,6439.68
PO 11516,2018-10-29,Caroline Walters,Peggy Velasquez,Budget Foods,Beans,1,51.87,115,Lucknow,51.87,5965.05
PO 11517,2018-10-29,Elijah Collins,Joshua Johnson,Snack Paradise,Capsicum,1,43.4,131,Ahmedabad,43.4,5685.4
PO 11518,2018-10-29,Pamela Smith,Joshua Johnson,Future FoodBetter Bites Deli,Capsicum,1,16.1,60,Nagpur,14.600000000000001,966.0
PO 11519,2018-10-29,Caroline Walters,Peggy Velasquez,Market Convenience,Cucumber,1,53.89,143,Nagpur,54.39,7706.27
PO 11520,2018-10-29,Lindsay Martinez,Lawrence Cohen,Stocked Pantry,Pumpkin,1,16.3,150,Chennai,16.8,2445.0
PO 11521,2018-10-30,Patrick Wolf,Joshua Johnson,Market Convenience,Tomato,1,14.12,106,NashikDelhi,14.62,1496.72
PO 11522,2018-10-30,Lisa Smith,Joshua Johnson,Jamboree Marketplace,Banana,1,13.41,92,Nagpur,11.91,1233.72
PO 11523,2018-10-30,Randall Smith,Katie Thompson,Food Festive,BeetrootPotato,1,47.87,105,Lucknow,48.37,5026.35
PO 11524,2018-10-30,Patrick Wolf,Peggy Velasquez,Stocked Pantry,Cauliflower,1,46.13,119,Nagpur,46.63,5489.47
PO 11525,2018-10-30,Angela Hernandez,Barry Salazar,Rancher’s Grocery,BeetrootPotato,1,45.34,123,Surat,43.84,5576.82
PO 11526,2018-10-30,Elijah Collins,Catherine Farrell,Freshmart Co-op,Cucumber,1,19.9,77,Kolkatta,20.4,1532.3
PO 11527,2018-10-31,Brittany Walker,Shelby Martinez,Dollar Pantry,Onion,1,17.13,106,Surat,17.13,1815.78
PO 11528,2018-10-31,Caroline Walters,Catherine Farrell,Rancher’s Grocery,BeetrootPotato,1,44.54,82,Kolkatta,45.04,3652.28
PO 11529,2018-10-31,Ralph Moreno,Mark Mclean,Dollar Pantry,Banana,0,37.04,84,Nagpur,37.04,3111.36
PO 11530,2018-10-31,Randall Smith,Catherine Farrell,Dilocious,Cauliflower,1,48.56,128,Aurangabad,48.56,6215.68
PO 11531,2018-10-31,Thomas Hamilton,Peggy Velasquez,Rancher’s Grocery,Cucumber,1,23.41,67,Chandigarh,23.91,1568.47
PO 11532,2018-10-31,Thomas Hamilton,Catherine Farrell,Food Festive,Onion,1,25.02,144,Bangalore,25.52,3602.88
PO 11533,2018-10-31,Cameron Grant,Cathy Guzman,Budget Foods,Cabbage,1,39.31,133,Pune,39.31,5228.23
PO 11534,2018-10-31,Elijah Collins,Lawrence Cohen,Stocked Pantry,Carrot,0,57.58,118,NashikDelhi,58.08,6794.44
PO 11535,2018-10-31,Cameron Grant,Catherine Farrell,Snack Paradise,Bringal,0,23.54,141,Ahmedabad,22.04,3319.14
PO 11536,2018-10-31,Brittany Walker,Jennifer Delgado,Rancher’s Grocery,Apple,1,58.41,126,Aurangabad,58.91,7359.66
PO 11537,2018-10-31,Randall Smith,Mark Mclean,Food Festive,Carrot,0,12.47,96,Hyderabad,12.47,1197.12
PO 11538,2018-10-31,Ralph Moreno,Jeanette Estes,Dilocious,Bringal,0,51.79,91,Aurangabad,50.29,4712.89
PO 11539,2018-10-31,Janet Le,Catherine Farrell,Dilocious,Cabbage,1,24.57,66,Surat,24.57,1621.62
PO 11540,2018-10-31,Lisa Smith,Katie Thompson,Food to Fly,Bringal,1,45.43,117,Nagpur,45.93,5315.31
PO 11541,2018-11-01,Linda Taylor,Jeanette Estes,Fresh Food Marketplace,Cauliflower,0,28.06,92,Bangalore,28.56,2581.52
PO 11542,2018-11-01,Janet Le,Catherine Farrell,Market Convenience,Beans,1,49.07,100,Chandigarh,49.57,4907.0
PO 11543,2018-11-01,Sara Adkins,Peggy Velasquez,Snack Paradise,Bringal,1,35.21,111,Ahmedabad,35.71,3908.31
PO 11544,2018-11-01,Kimberly Shields,Peggy Velasquez,Rancher’s Grocery,Carrot,1,14.71,95,Kolkatta,15.21,1397.45
PO 11545,2018-11-01,Nicole Bell,Peggy Velasquez,Jamboree Marketplace,Cabbage,1,42.62,111,Jaipur,41.12,4730.82
